통계표,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율
2017-11-06,"1,112.70",168.24,974.47,"1,292.07",,,,,,,,,"1,455.30",871.78,"1,112.26",851.44,768.65,,,142.61,36.88,0.45,3.33,33.55,815.34,8.24,262.71,21.74,4.9,815.4,17.24,10.57,13.75,57.98,335.72,63.1,131.95,173.62,136.27,18.84,4.16,304.4,50.32,296.7,305.52,317.07,"1,569.39","3,675.31","2,950.68",302.94,286.34,78.3,63.01
2017-11-07,"1,116.70",168.32,981.24,"1,296.43",,,,,,,,,"1,470.97",878.32,"1,119.16",858.3,775.49,,,143.14,36.98,0.45,3.35,33.72,819.93,8.26,263.9,21.85,4.92,819.9,17.28,10.6,13.43,58.59,343.65,63.31,132.96,174.21,137.25,19.16,4.17,305.86,50.72,297.77,290.43,318.48,"1,575.04","3,689.13","2,956.11",304.03,291.6,79.17,63.27
2017-11-08,"1,111.60",167.84,976.59,"1,288.96",,,,,,,,,"1,464.31",870.55,"1,112.82",850.71,768.34,,,142.44,36.85,0.45,3.33,33.54,815.08,8.23,262.82,21.66,4.89,815.08,17.09,10.56,13.42,58.03,339.79,62.98,132.5,173.17,136.16,18.72,4.14,303.73,50.44,296.34,288.08,316.1,"1,568.51","3,671.56","2,948.07",302.65,286.05,78.14,63
2017-11-09,"1,114.30",167.87,978.53,"1,291.98",,,,,,,,,"1,461.18",875.51,"1,114.41",855.67,776.22,,,142.92,36.92,0.45,3.34,33.65,818.35,8.24,263.49,21.74,4.91,818.26,17.16,10.6,13.38,58.33,342.36,63.62,132.93,173.55,136.53,18.81,4.14,304.96,50.5,297.12,290.37,317.46,"1,571.65","3,681.20","2,954.06",303.38,288.31,78.71,63.15
2017-11-10,"1,114.30",167.92,982.45,"1,297.38",,,,,,,,,"1,464.58",878.75,"1,120.91",855.5,773.1,,,142.87,36.92,0.45,3.35,33.66,819.91,8.24,264.9,21.74,4.91,819.88,17.15,10.61,13.43,58.51,342.64,63.66,133.04,174.36,136.99,18.79,4.16,306.65,50.81,297.11,288.5,316.19,"1,572.43","3,681.57","2,947.49",303.38,287.88,78.23,63.13
2017-11-13,"1,117.20",168.16,983.1,"1,302.49",,,,,,,,,"1,471.13",880.24,"1,121.18",854.43,773.55,,,143.19,37.09,0.45,3.36,33.73,820.9,8.26,266.54,21.8,4.92,820.93,17.14,10.65,13.79,58.47,340.83,63.88,133.52,175.04,137.26,18.86,4.18,308.17,50.94,297.88,306.84,315.14,"1,575.74","3,690.17","2,961.82",304.17,289.09,77.71,63.29
2017-11-14,"1,120.70",168.37,986.49,"1,307.24",,,,,,,,,"1,469.74",879.84,"1,124.41",853.58,773.17,,,143.66,37.12,0.45,3.36,33.89,822.74,8.27,267.37,21.89,4.94,822.77,17.13,10.64,13.47,58.58,341.74,64.05,133.61,175.71,137.18,18.87,4.19,308.62,51.14,298.83,291.95,316.13,"1,580.12","3,704.30","2,966.15",305.12,289.53,77.43,63.57
2017-11-15,"1,118.50",168.25,985.98,"1,319.44",,,,,,,,,"1,472.00",878.22,"1,130.31",853.53,768.75,,,143.36,37.07,0.45,3.36,33.83,823.06,8.25,266.69,21.84,4.92,823.09,17.1,10.63,13.41,58.39,337.58,63.98,133.18,177.33,136.72,18.49,4.23,310.54,51.52,298.24,307.2,316.26,"1,577.57","3,698.38","2,958.92",304.54,287.8,77.81,63.34
2017-11-16,"1,114.40",168.05,987.42,"1,312.54",,,,,,,,,"1,467.66",873.01,"1,126.45",845.38,766.26,,,142.74,36.99,0.45,3.35,33.76,821.16,8.23,266.95,21.91,4.91,821.16,17.07,10.58,13.36,57.93,336.34,63.62,132.05,176.33,135.14,18.51,4.21,309.32,51.2,297.15,306.07,315.67,"1,571.79","3,685.19","2,948.07",303.39,286.91,77.35,63.1
2017-11-17,"1,104.10",166.53,976.17,"1,299.58",,,,,,,,,"1,456.69",865.86,"1,110.71",837.57,756.36,,,141.37,36.63,0.45,3.32,33.55,813.9,8.15,264.36,21.76,4.86,813.93,16.91,10.48,13.24,57.95,337.23,63.18,131.43,174.66,134.44,18.49,4.17,306.68,50.87,294.4,303.24,313.94,"1,556.61","3,654.75","2,921.90",300.6,285.87,78,62.59
2017-11-20,"1,096.10",165.35,977.83,"1,288.14",,,,,,,,,"1,447.84",857.4,"1,107.96",828.6,746.22,,,140.32,36.43,0.44,3.3,33.39,808.63,8.1,263.39,21.57,4.83,808.45,16.86,10.41,13.52,57.9,336.5,62.72,129.75,173.11,132.63,18.55,4.13,304.82,50.4,292.27,301.04,311.83,"1,545.98","3,627.67","2,901.65",298.41,283.77,78.43,62.1
2017-11-21,"1,098.90",165.4,976.19,"1,289.50",,,,,,,,,"1,454.78",857.74,"1,106.20",829.45,748.24,,,140.68,36.52,0.44,3.32,33.48,809.59,8.12,264.83,21.64,4.84,809.56,16.88,10.44,13.15,57.85,337.36,62.92,129.52,173.29,132.48,18.49,4.13,304.9,50.47,293.02,301.81,312.52,"1,548.95","3,641.39","2,907.84",299.19,279.8,78.22,62.26
2017-11-22,"1,097.30",165.11,975.77,"1,287.96",,,,,,,,,"1,453.37",858.71,"1,106.82",831.64,749.89,,,140.48,36.51,0.44,3.32,33.48,810.26,8.11,265.05,21.69,4.83,810.29,16.91,10.43,13.23,58.39,336.72,62.76,130.14,173.06,133.52,18.56,4.11,305.21,50.51,292.6,301.37,312.03,"1,547.67","3,630.32","2,904.37",298.77,277.04,78.5,62.13
2017-11-23,"1,091.30",164.76,981.08,"1,289.97",,,,,,,,,"1,454.21",859.29,"1,111.64",831.19,751.25,,,139.71,36.36,0.44,3.31,33.37,810.23,8.07,265.43,21.61,4.8,810.11,16.82,10.36,13.01,58.52,338.46,62.63,130.85,173.38,133.85,18.68,4.12,306.18,50.63,290.99,299.7,310.89,"1,539.21","3,612.74","2,888.49",297.11,278.47,78.9,61.67
2017-11-24,"1,088.20",165.08,978.29,"1,289.35",,,,,,,,,"1,447.63",855.84,"1,108.54",829.81,749.23,,,139.31,36.27,0.44,3.3,33.32,808.89,8.05,264.93,21.55,4.79,808.89,16.85,10.33,13.36,58.43,337.75,62.56,131.16,173.22,133.76,18.62,4.13,306.37,50.71,290.16,298.9,309.96,"1,533.76","3,603.67","2,880.89",296.27,278,78.4,61.51
2017-11-27,"1,085.00",164.82,971.66,"1,294.41",,,,,,,,,"1,446.47",853.52,"1,107.26",825.96,745.94,,,138.95,36.18,0.44,3.28,33.19,805.46,8.04,263.54,21.43,4.77,805.43,16.77,10.32,13.33,58.46,335.6,62.54,131.05,173.92,133.36,18.57,4.15,307.44,50.87,289.31,298.02,309.32,"1,528.71","3,598.67","2,878.37",295.41,274.75,77.06,61.33
2017-11-28,"1,087.60",164.86,979.33,"1,294.46",,,,,,,,,"1,449.01",852.28,"1,108.44",826.96,752.62,,,139.42,36.25,0.45,3.29,33.36,807.87,8.05,264.33,21.63,4.79,807.9,16.87,10.33,12.84,58.55,336.95,62.82,131.18,173.95,133.49,18.6,4.16,307.45,50.87,290,298.69,310.48,"1,532.91","3,605.50","2,880.07",296.11,278.41,79.1,61.33
2017-11-29,"1,088.30",164.98,976.01,"1,289.42",,,,,,,,,"1,453.04",849.4,"1,106.28",827.22,750.27,,,139.47,36.28,0.45,3.28,33.4,808.69,8.06,265.24,21.62,4.79,808.66,16.9,10.34,12.81,58.7,338.71,62.65,130.41,173.23,132.14,18.63,4.15,306.78,50.59,290.19,298.92,309.95,"1,533.36","3,606.03","2,882.99",296.3,274.43,79.62,61.27
2017-11-30,"1,082.40",164.01,966.51,"1,282.70",,,,,,,,,"1,451.82",841.48,"1,099.50",819.27,744.75,,,138.63,36.1,0.44,3.27,33.22,803.44,8.02,265.2,21.54,4.76,803.44,16.82,10.27,13.19,58.29,333.45,62.13,129.37,172.3,131.17,18.46,4.11,305.22,50.32,288.62,297.3,308.96,"1,525.04","3,588.50","2,867.36",294.7,273.56,79.15,61.21
2017-12-01,"1,085.10",163.99,963.16,"1,291.00",,,,,,,,,"1,467.38",841.36,"1,102.58",820.23,740.69,,,138.94,36.17,0.44,3.28,33.22,804.16,8.02,265.34,21.59,4.78,804.19,16.83,10.3,13.18,58.17,331.56,62.7,129.44,173.47,130.35,18.55,4.12,307.04,50.64,289.34,298,310.56,"1,528.85","3,594.59","2,874.51",295.44,277,78.99,61.37
2017-12-04,"1,087.10",164.36,963.53,"1,290.66",,,,,,,,,"1,466.06",855.58,"1,109.17",825.71,746.19,,,139.16,36.23,0.45,3.28,33.31,806.39,8.04,265.83,21.63,4.79,806.45,16.85,10.32,13.2,58.32,333.66,63.13,129.77,173.44,131.14,18.46,4.11,306.77,50.53,289.87,298.49,311.89,"1,532.21","3,605.64","2,882.79",295.99,277.22,78.96,61.36
2017-12-05,"1,088.30",164.53,967.64,"1,291.70",,,,,,,,,"1,466.48",858.21,"1,105.27",827.22,746.79,,,139.22,36.24,0.45,3.27,33.37,807.76,8.05,267.89,21.48,4.79,807.76,16.9,10.33,13.22,58.46,335.46,62.76,129.27,173.57,130.76,18.5,4.12,306.94,50.46,290.19,298.92,312.04,"1,533.90","3,607.23","2,885.36",296.3,280.83,80.49,61.49
2017-12-06,"1,084.30",164.03,962.92,"1,282.46",,,,,,,,,"1,453.78",854.08,"1,098.03",824.18,745.13,,,138.71,36.16,0.44,3.25,33.23,804.65,8.02,266.54,21.41,4.77,804.68,16.85,10.3,13.18,57.76,334.48,62.72,129.62,172.34,131.27,18.44,4.08,304.65,50.01,289.12,297.8,309.16,"1,528.26","3,593.37","2,875.14",295.21,282.22,80.59,61.04
2017-12-07,"1,091.90",164.88,972.74,"1,288.82",,,,,,,,,"1,461.34",853.61,"1,103.49",825.8,751.06,,,139.75,36.39,0.45,3.27,33.47,809.35,8.06,267.92,21.53,4.81,809.35,16.92,10.36,13.25,57.86,337.45,63.31,129.56,173.21,132.07,18.44,4.1,305.94,50.3,291.16,299.85,310.55,"1,538.97","3,617.96","2,895.29",297.3,283.6,80.73,61.38
2017-12-08,"1,092.70",165.18,966.09,"1,286.71",,,,,,,,,"1,472.96",850.09,"1,098.63",821.05,746.26,,,139.97,36.39,0.45,3.27,33.49,808.78,8.06,267.33,21.57,4.81,808.81,16.92,10.37,13.26,57.63,332.06,63.26,128.79,172.89,131.42,18.46,4.09,305.7,50.32,291.36,300.11,310.9,"1,540.10","3,620.61","2,897.79",297.51,282.67,79.56,61.39
2017-12-11,"1,093.40",165.14,962.37,"1,286.99",,,,,,,,,"1,464.12",850.4,"1,101.16",821.14,747.83,,,140.09,36.42,0.45,3.27,33.52,808.19,8.07,267.47,21.66,4.81,808.31,16.96,10.33,13.26,57.7,332.15,63.31,129.27,172.92,131.81,18.5,4.1,306.67,50.34,291.55,300.26,310.3,"1,542.17","3,618.73","2,899.27",297.68,284.86,79.9,61.38
2017-12-12,"1,092.40",165.03,962.09,"1,286.25",,,,,,,,,"1,457.53",849.49,"1,101.54",822.52,754.68,,,139.93,36.39,0.45,3.26,33.5,808.44,8.06,267.97,21.7,4.81,808.41,16.97,10.16,13.25,57.32,330.55,63.38,128.54,172.82,130.38,18.53,4.09,306.21,50.23,291.28,299.99,309.44,"1,540.76","3,615.42","2,897.00",297.41,284.89,80.26,61.28
2017-12-13,"1,090.10",164.5,959.85,"1,279.45",,,,,,,,,"1,451.85",846.78,"1,099.06",823.73,755.82,,,139.63,36.32,0.45,3.26,33.43,805.75,8.03,267.28,21.6,4.8,805.81,16.92,9.96,13.2,56.83,329.68,62.85,129.41,171.92,130.65,18.4,4.07,303.78,49.92,290.67,299.35,307.24,"1,537.52","3,608.29","2,890.90",296.81,283.34,79.74,61.05
2017-12-14,"1,091.90",164.87,968.9,"1,291.23",,,,,,,,,"1,464.57",851.68,"1,107.07",833.34,766.4,,,139.91,36.37,0.45,3.25,33.58,810.47,8.04,267.2,21.63,4.81,810.5,16.94,9.97,13.22,57.4,329.88,63.11,129.74,173.47,131.3,18.63,4.1,306.05,50.33,291.15,299.85,309.85,"1,540.06","3,614.25","2,895.98",297.27,286.34,81.1,61.09
2017-12-15,"1,086.70",164.41,967.5,"1,278.94",,,,,,,,,"1,458.89",848.92,"1,098.23",832.41,758.52,,,139.17,36.22,0.45,3.24,33.43,807.18,8,266.05,21.55,4.78,807.24,16.89,9.9,13.16,56.82,325.17,62.34,128.72,171.79,130.95,18.47,4.07,302.81,49.76,289.77,298.42,308.65,"1,532.72","3,599.89","2,882.65",295.87,279.49,80.47,60.83
2017-12-18,"1,089.30",164.91,966.76,"1,279.44",,,,,,,,,"1,450.46",846.29,"1,099.25",833.1,762.24,,,139.46,36.34,0.45,3.25,33.48,807.52,8.02,267.02,21.6,4.8,807.55,17,9.91,13.18,56.97,330.62,62.22,128.17,171.85,129.83,18.51,4.07,304.49,49.84,290.46,299.1,309.8,"1,536.39","3,605.76","2,889.54",296.59,282.12,83.11,61.09
2017-12-19,"1,089.10",164.72,967.57,"1,283.23",,,,,,,,,"1,457.49",846.92,"1,104.90",835.12,761.66,,,139.36,36.3,0.45,3.24,33.35,808.15,8.02,266.84,21.57,4.79,808.18,16.96,9.91,13.17,57.08,330.8,62.01,129.08,172.42,130.27,18.56,4.1,305.08,49.94,290.41,299.14,310.67,"1,536.11","3,606.41","2,888.71",296.52,284.41,85.45,61.1
2017-12-20,"1,086.80",164.43,962.79,"1,287.04",,,,,,,,,"1,455.01",844.31,"1,103.18",832.54,758.31,,,139.04,36.25,0.45,3.24,33.23,807.01,8.01,266.31,21.62,4.78,806.95,16.97,9.81,13.14,56.57,330.33,61.68,129.42,172.91,130.16,18.5,4.11,306.32,50.12,289.8,298.51,310.33,"1,531.68","3,597.37","2,883.52",295.92,283.38,85.39,60.87
2017-12-21,"1,082.90",164.28,955.4,"1,285.84",,,,,,,,,"1,448.05",843.97,"1,097.72",830.15,758.68,,,138.44,36.11,0.44,3.22,33.09,805.82,7.98,265.81,21.53,4.77,805.85,16.89,9.79,13.09,56.29,328.36,61.01,128.97,172.72,128.79,18.44,4.11,305.81,50.06,288.76,297.38,309.77,"1,526.72","3,586.95","2,873.02",294.85,283.2,85,60.6
2017-12-22,"1,080.60",164.66,953.2,"1,282.40",,,,,,,,,"1,446.22",848.16,"1,093.17",832.39,758.37,,,138.21,36.04,0.44,3.23,33.03,803.81,7.97,264.98,21.52,4.76,803.84,16.88,9.76,13.05,55.53,326.62,60.26,129,172.27,129.22,18.49,4.11,305.57,49.89,288.14,296.79,310.07,"1,524.12","3,578.62","2,866.62",294.25,282.94,84.68,60.49
2017-12-26,"1,079.20",164.3,952.39,"1,280.96",,,,,,,,,"1,442.94",847.99,"1,091.37",832.98,758.25,,,138.14,36.07,0.44,3.23,32.97,803.04,7.96,264.61,21.62,4.75,803.04,16.86,9.79,13.04,54.68,323.4,59.81,129.44,172.08,129.72,18.6,4.11,305.23,49.75,287.77,296.36,309.84,"1,521.61","3,574.34","2,862.37",293.85,283.62,85.56,60.37
2017-12-27,"1,077.10",164.58,951.38,"1,277.01",,,,,,,,,"1,440.41",848.91,"1,088.31",832.06,757.42,,,137.9,35.96,0.44,3.24,32.86,801.71,7.94,263.7,21.57,4.74,801.83,16.82,9.73,13.01,54.22,325.3,58.77,128.95,171.53,129.59,18.67,4.1,304.18,49.57,287.2,295.83,308.71,"1,519.18","3,566.20","2,856.80",293.29,282.86,86.15,60.41
2017-12-28,"1,075.20",164.15,949.45,"1,279.38",,,,,,,,,"1,441.41",849.39,"1,090.80",835.43,759.63,,,137.66,35.92,0.44,3.24,32.79,802.33,7.93,263.34,21.5,4.73,800.42,16.77,9.71,12.99,54.56,324.34,58.32,130.05,171.83,130.08,18.62,4.12,305.35,49.83,286.7,295.26,309.09,"1,513.83","3,560.85","2,853.05",292.73,281.69,87.64,60.27
2017-12-29,"1,071.40",163.65,949.11,"1,279.25",,,,,,,,,"1,439.53",852.69,"1,094.72",835.16,759.68,,,137.07,35.92,0.44,3.24,32.77,800.63,7.9,263.47,21.42,4.72,797.59,16.72,9.68,12.94,54.36,323.45,55.86,129.9,171.82,129.86,18.6,4.13,306.07,50,285.68,294.26,308.93,"1,509.01","3,547.92","2,842.74",291.7,283.55,86.86,60.29
2018-01-02,"1,071.40",163.65,951.05,"1,286.91",,,,,,,,,"1,447.30",853.26,"1,099.44",836.28,760.37,,,137.13,36.04,0.44,3.22,32.9,801.08,7.9,264.74,21.46,4.72,801.92,16.82,9.71,12.94,54.47,323.45,57.56,130.61,172.87,130.75,18.58,4.14,308.01,50.37,285.7,294.18,308.75,"1,507.95","3,545.33","2,839.88",291.7,282.58,86.6,60.53
2018-01-03,"1,064.30",163.82,948.11,"1,283.76",,,,,,,,,"1,446.86",850.62,"1,094.90",833.24,755.65,,,136.18,35.93,0.44,3.2,32.83,800.56,7.87,264.78,21.32,4.69,796.6,16.77,9.61,12.85,54.47,326.56,57.85,130.38,172.46,130.99,18.52,4.15,308.46,50.35,283.8,292.23,308.31,"1,499.01","3,531.66","2,822.63",289.75,282.5,85.51,59.99
2018-01-04,"1,065.40",163.9,946.64,"1,279.81",,,,,,,,,"1,439.83",849.64,"1,090.26",834.26,755.79,,,136.31,36,0.44,3.2,32.95,801.23,7.9,265.45,21.39,4.69,797.43,16.78,9.62,12.87,55.02,329.13,57.75,130.25,171.89,131.42,18.64,4.15,308.49,50.17,284.08,292.61,308.68,"1,500.56","3,536.01","2,825.55",290.06,281.75,86.2,60.16
2018-01-05,"1,065.50",163.92,944.72,"1,286.17",,,,,,,,,"1,444.23",853.01,"1,093.21",837.91,762.37,,,136.31,36.02,0.44,3.21,33.04,802.61,7.94,265.94,21.36,4.69,797.86,16.81,9.62,12.87,55.18,329.4,57.22,130.98,172.74,132.09,18.71,4.17,310.04,50.38,284.11,292.64,309.01,"1,500.70","3,535.64","2,825.81",290.1,284.2,86.59,60.16
2018-01-08,"1,062.10",163.86,938.62,"1,278.34",,,,,,,,,"1,441.59",856.19,"1,089.17",835.55,761.42,,,135.83,36.02,0.44,3.22,33,800.8,7.92,265.69,21.33,4.68,795.31,16.77,9.61,12.83,55.39,328.91,56.3,130.33,171.68,131.97,18.65,4.14,307.86,50.08,283.2,291.63,309.42,"1,495.92","3,523.30","2,816.87",289.17,284.14,86.12,59.97
2018-01-09,"1,065.20",164.31,941.28,"1,274.78",,,,,,,,,"1,445.42",857.51,"1,089.89",835.22,764.07,,,136.2,36.09,0.44,3.23,33.05,799.46,7.93,266.5,21.23,4.69,797.63,16.78,9.62,12.86,55.46,328.69,55.95,129.8,171.19,131.87,18.65,4.13,305.55,49.89,284.04,292.56,308.91,"1,500.28","3,533.59","2,825.46",290.01,284.47,86.01,60.32
2018-01-10,"1,067.10",164.08,947.31,"1,273.64",,,,,,,,,"1,444.59",855.97,"1,084.89",834.74,763.19,,,136.44,36.13,0.44,3.23,33.07,798.97,7.94,266.18,21.2,4.7,799.06,16.76,9.64,12.88,55.44,328.51,56.34,129.59,171.02,131.58,18.74,4.12,303.82,49.84,284.52,293.08,309.97,"1,502.96","3,539.89","2,830.28",290.53,282.89,86.43,60.39
2018-01-11,"1,070.70",163.86,961.17,"1,279.75",,,,,,,,,"1,446.36",853.42,"1,094.73",839.86,771.23,,,136.88,36.18,0.44,3.24,33.33,802.41,7.97,267.37,21.21,4.71,801.75,16.83,9.67,12.92,55.48,331.67,57.45,130.6,171.84,132.61,18.77,4.14,306.55,50.08,285.5,294.07,312.49,"1,510.16","3,552.19","2,840.05",291.5,281.67,86.09,60.44
2018-01-12,"1,071.20",164.16,962.66,"1,288.92",,,,,,,,,"1,450.08",855.49,"1,097.54",844.96,778.17,,,136.93,36.18,0.44,3.24,33.48,805.78,7.99,268.64,21.27,4.72,802.13,16.82,9.67,12.93,55.63,333.14,57.28,131.69,173.08,133.69,18.95,4.17,309.32,50.55,285.63,294.2,313.29,"1,508.73","3,550.19","2,842.96",291.64,283.72,86.44,60.49
2018-01-15,"1,064.70",164.1,958.07,"1,298.99",,,,,,,,,"1,462.68",854.91,"1,099.67",842.66,771.59,,,136.1,35.97,0.44,3.23,33.34,803.49,7.97,268.09,21.16,4.69,797.26,16.74,9.63,12.85,56.06,332.09,57.04,132.43,174.38,134.43,18.81,4.21,311.53,50.92,283.9,292.34,313.63,"1,499.58","3,540.74","2,823.76",289.88,283.56,86.06,60.12
2018-01-16,"1,061.30",164.87,960.02,"1,301.79",,,,,,,,,"1,464.01",854.3,"1,102.02",845.27,774.22,,,135.66,35.93,0.44,3.23,33.24,802.46,7.96,268.28,21.07,4.67,795.07,16.71,9.58,12.8,56.27,329.98,56.65,132.38,174.75,134.67,18.84,4.21,312.11,50.98,282.98,291.49,312.04,"1,494.79","3,529.67","2,816.54",288.94,279.23,86.25,59.86
2018-01-17,"1,064.00",165.37,963.9,"1,304.36",,,,,,,,,"1,467.31",855.68,"1,108.68",847,773.21,,,136,36.01,0.44,3.25,33.31,805.33,7.98,268.92,21.05,4.69,798.17,16.62,9.59,12.84,56.68,329.99,56.34,132.38,175.15,135.08,18.85,4.23,312.68,51.3,283.72,292.23,310.04,"1,498.59","3,539.82","2,823.70",289.69,280.04,86.72,60
2018-01-18,"1,065.80",165.65,957.76,"1,297.61",,,,,,,,,"1,472.51",855.93,"1,104.00",848.7,774.2,,,136.31,36.06,0.44,3.27,33.34,803.44,7.98,269.55,21.01,4.69,799.52,16.68,9.62,12.85,56.95,330.6,56.48,132.27,174.29,135.11,18.73,4.21,311.41,51.15,284.19,292.72,309.64,"1,503.24","3,545.81","2,828.48",290.18,278.86,86.44,60.15
2018-01-19,"1,069.40",166.07,963.38,"1,309.27",,,,,,,,,"1,486.20",861.83,"1,115.47",856.59,781.2,,,136.78,36.18,0.44,3.3,33.51,809.78,8.01,270.36,21.05,4.71,802.22,16.74,9.66,12.9,57.48,333.51,56.64,133.43,175.85,136.37,18.91,4.25,314.66,51.63,285.15,293.71,312.99,"1,506.20","3,556.84","2,836.76",291.16,283.57,88.19,60.35
2018-01-22,"1,067.30",166.74,964.62,"1,308.14",,,,,,,,,"1,482.16",854.63,"1,109.81",853.73,777.15,,,136.54,36.21,0.44,3.29,33.51,808.56,8.02,271.03,21.03,4.7,801.01,16.72,9.62,12.87,57.4,333.87,56.21,132.97,175.73,135.9,18.85,4.23,312.47,51.47,284.59,293.09,312.16,"1,504.30","3,551.16","2,830.81",290.58,278.36,88.46,60.26
2018-01-23,"1,068.90",166.86,963.49,"1,310.42",,,,,,,,,"1,494.86",858.83,"1,111.06",856.67,782.92,,,136.71,36.56,0.44,3.3,33.58,810.29,8.01,271.64,20.95,4.71,802.21,16.73,9.65,12.88,57.17,333.81,55.85,133.19,176.03,136.07,18.92,4.23,314.41,51.58,285.01,293.57,313.03,"1,507.62","3,556.36","2,836.71",291.01,282.99,88.68,60.36
2018-01-24,"1,069.70",167.19,970.12,"1,315.36",,,,,,,,,"1,497.63",860.89,"1,116.83",855.23,786.34,,,136.81,36.53,0.44,3.32,33.63,811.98,8.03,272.43,20.93,4.71,811.45,16.78,9.66,12.89,57.21,330.46,55.33,133.57,176.69,136.7,18.97,4.25,315.66,51.81,285.23,293.79,313.7,"1,508.21","3,560.33","2,837.63",291.23,283.84,88.9,60.37
2018-01-25,"1,070.60",167.44,980.49,"1,327.49",,,,,,,,,"1,524.11",867.13,"1,131.95",862.1,784.8,,,136.94,36.79,0.44,3.34,33.91,817.91,8.04,273.64,21.06,4.71,813.62,16.82,9.67,12.9,57.85,340.25,54.5,134.96,178.29,138.08,19.06,4.29,319.77,52.28,285.47,294.04,313.88,"1,510.01","3,568.67","2,840.01",291.47,286.03,90.15,60.52
2018-01-26,"1,061.70",167.42,968.48,"1,314.86",,,,,,,,,"1,500.08",856.94,"1,126.89",850.53,774.83,,,135.81,36.53,0.44,3.32,33.73,809.04,7.99,273.25,20.9,4.67,806.85,16.72,9.59,12.79,57.03,337.21,54.25,133.91,176.63,136.97,18.98,4.25,317.42,51.88,283.1,291.6,312.74,"1,497.46","3,544.43","2,816.40",289.08,282.14,88.99,60.02
2018-01-29,"1,064.80",168.15,979.85,"1,322.53",,,,,,,,,"1,506.59",864.08,"1,139.80",863.07,782.95,,,136.19,36.57,0.44,3.31,33.98,814.19,8,275.11,20.89,4.69,809.21,16.75,9.63,12.83,57.59,337.67,54.45,135.21,177.65,138.43,18.93,4.28,319.84,52.25,283.93,292.47,313.92,"1,500.78","3,554.07","2,824.48",289.91,283.77,89.75,60.19
2018-01-30,"1,064.80",168.33,977.46,"1,318.65",,,,,,,,,"1,498.65",862.99,"1,135.67",861.9,779.54,,,136.21,36.53,0.44,3.3,33.87,812.58,7.97,274.33,20.71,4.69,801.29,16.74,9.61,12.83,57.23,337.5,54.42,134.99,177.17,138.11,18.91,4.25,318.05,52.11,283.94,292.47,313.21,"1,501.83","3,551.58","2,825.68",289.9,280.92,89,60.23
2018-01-31,"1,071.50",168.99,985.02,"1,329.09",,,,,,,,,"1,516.12",868.46,"1,146.23",866.41,785.57,,,137.01,36.65,0.44,3.33,34.12,816.75,7.98,274.67,20.85,4.72,804.52,16.82,9.67,12.91,57.07,336.82,54.58,135.83,178.58,138.77,19.03,4.28,319.63,52.5,285.71,294.29,313.31,"1,510.22","3,575.12","2,842.40",291.74,283.59,89.39,60.73
