일자,공매도 수량(전체),공매도 수량(잔고수량)
2017-10-30,60399,1612128
2017-10-27,42416,1593035
2017-10-26,127257,1612161
2017-10-25,43799,1565479
2017-10-24,135162,1540946
2017-10-23,9671,1440529
2017-10-20,6472,1425856
2017-10-19,13816,1477218
2017-10-18,30770,1597345
2017-10-17,62027,1778311
2017-10-16,74731,1830097
2017-10-13,133246,1854967
2017-10-12,141718,1718393
2017-10-11,202265,1738258
2017-10-10,92317,1611978
2017-09-29,33845,1711428
2017-09-28,98938,1551634
2017-09-27,67601,1645201
2017-09-26,69860,1578738
2017-09-25,73970,1545038
2017-09-22,104919,1637202
2017-09-21,118825,1891467
2017-09-20,143571,1869390
2017-09-19,50620,1772931
2017-09-18,51867,1783170
2017-09-15,143200,1758786
2017-09-14,141317,1631093
2017-09-13,71985,1554982
2017-09-12,150390,1502207
2017-09-11,65292,1317846
2017-09-08,106350,1328764
2017-09-07,66825,1223821
2017-09-06,64690,1207967
2017-09-05,278136,1324315
2017-09-04,77547,1150165
2017-09-01,169403,1142197
2017-08-31,226622,997065
2017-08-30,167638,801343
2017-08-29,83023,678126
2017-08-28,63820,615367
2017-08-25,130286,588985
2017-08-24,94021,501248
2017-08-23,107804,416157
2017-08-22,98906,336518
2017-08-21,213008,280169
2017-08-18,18581,132827
2017-08-17,39364,116229
2017-08-16,3977,89178
2017-08-14,4272,77245
2017-08-11,8351,84849
2017-08-10,12846,83428
2017-08-09,19942,156907
2017-08-08,9617,174108
2017-08-07,62143,257498
2017-08-04,58858,222603
2017-08-03,13851,183427
2017-08-02,60979,202820
2017-08-01,6209,187927
2017-07-31,10022,194235
2017-07-28,28574,219579
2017-07-27,70116,275517
2017-07-26,34951,248339
2017-07-25,103685,305676
2017-07-24,73602,218529
2017-07-21,120437,160404
2017-07-20,16500,38905
2017-07-19,17833,36632
2017-07-18,8510,22047
2017-07-17,5625,18649
2017-07-14,5315,16228
2017-07-13,14525,15817
2017-07-12,16512,17248
